110CLL	1228CLL	NC11_35	NC15_63	NC15_67
AC006015.1	13.50565	19.56993	4.7399	3.68952	11.12175
AC006020.1	0	0	0.97156	0	0
AC006023.1	0	0	0	0	0
AC006023.2	0	0	0	0	0
AC006026.2	0	0.75088	0	0	0
AC006027.1	0	0	0	0.21126	0
AC006028.1	0	0	0	0	0
AC006033.1	0	0.0247	0	0	0
AC006037.1	0	0	0	0	0
AC006037.2	0	0.58786	0	0.38228	0.37088
AC006042.1	0	0	0	0	0
AC006042.3	74.26261	30.63848	24.68136	33.24288	44.09819
AC006058.1	0	0.51376	4.69342	2.56725	1.66408
AC006058.2	4.94081	0	0.11502	0	0.48312
AC006063.1	0	0	0	0	0
AC006063.2	0.73894	0	0	0	0
AC006064.1	69.8852	51.70932	52.59144	24.0701	36.61262
AC006064.2	310.324	217.889	303.331	481.731	363.454
AC006064.5	0	0.33098	0.16614	1.02663	2.55712
AC006065.6	0	0	0	0	0
AC006077.2	0	0	0	0	0
AC006111.1	0	0	0	0	0
AC006111.3	2.84026	0.75088	0	0	0
AC006115.1	0	0	0	0	0
AC006115.3	0	0	0	0	0
AC006116.4	0	0	0	0.62372	0
AC006116.8	0.08748	0	0	0.29174	0.37088
AC006128.1	0.01458	0	0.42621	2.11806	6.16832
AC006145.1	0	0	0	0	0
AC006148.1	0	0	0	0	0.37088
AC006150.1	0	0	0	0	0
AC006153.1	0	0	0	0	0
AC006158.1	0.73872	0	1.04418	4.45524	7.81288
AC006195.1	0	3.00352	0	0	0
AC006197.1	2.1881	2.06986	0	1.06636	1.59088
AC006199.1	0.63224	2.27734	1.1385	1.13753	0.21472
AC006205.1	0.19926	0	0	0	0
AC006206.1	0	0	0.52854	0	0
AC006206.2	0	0	0	0	0
AC006207.1	0	0.53352	0	0.27162	0
AC006210.2	13.16898	5.25616	1.9517	2.75673	0.1952
AC006213.3	22.95958	3.51234	2.62673	6.94721	10.30705
AC006213.4	461.921	312.792	477.61	268.117	301.853
AC006213.5	3.14184	1.93648	4.06683	6.14205	5.48512
AC006213.6	75.0877	72.3313	31.4787	56.5282	50.2752
AC006236.1	0	0	0	0	0
AC006252.1	10.74201	1.12632	6.23142	2.8671	2.51808
AC006254.2	4.95088	2.55398	0.80548	5.36685	9.36555
AC006254.3	4.96524	1.58574	3.00068	3.09506	3.08904
AC006262.1	1.50702	4.50528	0.99298	1.44364	2.82064
AC006270.2	0	0	0	0	0
AC006277.1	20.5335	0	0	0	0.74176
AC006288.1	1.10884	0	0	0	0
AC006296.1	0	0	0.64767	0	0
AC006299.1	0	0	0	0	0
AC006305.3	0	0	0	0	0
AC006328.2	25.70745	20.10714	37.38255	88.5666	56.35952
AC006329.1	0.00486	0.80028	0.92043	1.27889	0.95648
AC006329.2	0.61236	1.57092	0	3.60939	3.4892
AC006333.2	0	0	0	1.91292	0
AC006335.1	0.73872	0.00494	0	0.33701	0.10736
AC006335.2	0.2187	0	0	0	0.488
AC006349.1	0.11178	0	0	0	0
AC006355.1	0	0	0	0	0
AC006355.2	0	0	0	0	0
AC006357.1	2.24192	4.60898	0	0	0
AC006359.1	0	0	0	0	0
AC006359.3	0.69498	0.33592	4.19876	15.93521	4.148
AC006363.1	7.28478	0.8151	0.03834	0.78521	0.74176
AC006366.1	0.36936	0.23712	0.32376	1.32364	0.27816
AC006369.1	0.1944	0	0.31983	0.61913	0.27328
AC006369.2	0.57377	0.5434	0	0	0
AC006372.1	1.18104	0	0.27296	0.14084	0
AC006372.2	565.6792	199.48776	113.26367	34.34729	167.17493
AC006372.3	1.67184	0.75088	0	0	0
AC006372.4	57.5286	19.3433	3.18024	1.51945	16.1479
AC006378.1	0	0	0	0	0
AC006380.1	6.93005	10.135	5.27311	3.72032	6.13439
AC006386.1	0	0	0.5112	0	0.78568
AC006386.2	0	0	0.37075	1.29878	0.49288
AC006390.1	16.1511	18.5765	25.1534	70.1393	99.63
AC006427.1	41.5722	34.545	20.0562	35.873	51.011
AC006435.1	144.9245	27.1764	20.95605	25.8769	17.2468
AC006441.5	5.87983	16.6897	21.3124	26.84511	26.2715
AC006449.1	0	0	0	0	0.60512
AC006449.10	0	0	0	0.38228	0
AC006449.5	0	0	0	0	0
AC006449.6	0	0	0	0	0
AC006449.8	0.73872	1.68948	0	0	0
AC006449.9	0	2.25264	0	0	0
AC006450.1	0	0	0	0	0
AC006452.1	0	0	0	0	0
AC006453.3	21.1457	13.9931	7.06355	28.2047	19.6344
AC006453.4	169.4841	332.2328	130.05056	266.6157	315.5621
AC006453.5	53.09237	35.85389	18.5896	35.51007	45.79325
AC006455.3	0	0	0	0	0
AC006455.4	0	0	0	0	0
AC006455.5	0	0	0	0	0
AC006455.6	0	0	0	0	0
AC006455.7	0	0	0	0	0
AC006458.1	0	0	0	0	0
AC006461.1	0	0	0.00852	2.40569	2.30336
AC006463.1	0	0	0	0	0
AC006480.2	19.1025	4.50528	2.26272	2.2952	0.74176
AC006482.1	0.92899	0.90402	0	0	0
AC006483.1	0	0	0	0	0
AC006483.2	0	0	0	0	0
AC006484.1	2.64524	0.75088	0	0	1.48352
AC006486.2	114.313	192.853	205.059	254.034	307.124
AC006504.3	94.3863	84.7575	63.8873	144.951	115.331
AC006504.5	1570.4344	1619.4674	1639.01131	2249.662	1876.6501
AC006504.7	102.85784	92.13681	133.276	122.954	99.04424
AC006504.8	175.209	191.321	129.061	222.204	136.654
AC006509.2	0	0	0	0	0
AC006511.5	0	0	0	0	0
AC006512.1	0	0.75088	0	0	0
AC006517.1	0	0	0	0	0
AC006530.1	0	0	0	0	0
AC006539.2	0	0	0	0	0
AC006548.1	0	0.28158	0	0.73511	1.01016
AC006548.2	0	0	0.08946	0.39273	0
AC006548.3	24.78283	25.41212	7.81851	27.26296	16.62202
AC006557.1	0	0	0	0	0
AC006557.3	0	0	0.28974	1.01707	0
AC006557.5	0	0	0	1.53064	0
AC006557.6	2.70374	0.74594	0.39649	0	0
AC006566.1	0	0	0	0	0
AC006600.1	0	0	0	0	0
AC006600.2	0.73386	0	0.64784	0	0
AC006840.1	66.1594	100.588	115.51	249.986	190.212
AC006927.1	0	0	0	0	0
AC006927.3	0	0	0	0	0
AC006927.4	0	0	0	0	0
AC006942.1	0	0	0	0	0
AC006946.2	14.8032	57.7788	0	4.54391	8.1984
AC006946.3	0	0	0	0	0
AC006947.1	0	0	0	0	0
AC006960.1	2.10579	3.97126	6.2446	10.94073	7.24272
AC006960.2	27.61372	106.29256	6.6539	15.87441	12.28862
AC006960.3	589.747	167.47	0.64752	6.49835	4.5384
AC006967.3	0	0	0	0	0
AC006970.1	0	0	0	0	0
AC006970.2	0	0	0	0	0
AC006970.3	0	0	0	0.7646	0
AC006971.1	0	0.36062	0.51163	0.26659	0.73688
AC006978.1	0	0	0	0	0
AC006978.2	0	0	0	0	0
AC006987.2	17.21602	25.67842	7.70306	17.20348	11.13163
AC006987.3	13.9186	32.7518	7.08064	16.5539	15.3826
AC006987.4	4.43052	2.62314	0.74565	0.2265	0.64904
AC006989.1	0	0	0	0	0
AC006994.1	0	0	0	0	0
AC006994.2	0	0	0	0	0
AC007000.3	1.80886	0.75088	0	0	0
AC007001.1	0	0.9139	1.05729	0.54324	1.81536
AC007003.1	0	0	0	0.3018	0
AC007009.1	0.13608	0	0	0	0
AC007012.1	0	0	0	0	0
AC007012.2	0	0.50882	0.1917	0	0.29768
AC007014.2	52.5668	36.4123	33.29	27.1821	33.1968
AC007029.1	0	0	0	0	0
AC007032.1	0	0	0	0	0
AC007036.2	0	0	0	0	0
AC007036.3	0	0	0	0	0
AC007038.1	0	0	0	0	0
AC007038.2	0	0	0	0	0
AC007040.1	0.73872	0	0	0	0
AC007064.2	3.79805	5.7798	0	0.95092	1.1224
AC007064.3	0	0	0	0	0
AC007064.4	0	0	0	0	0
AC007066.2	0	0	0	0.38228	0.34648
AC007068.1	28.1195	30.5945	1.2186	5.69858	11.2484
AC007091.1	38.25444	34.84649	43.57176	53.1522	62.27028
AC007092.1	4.43515	0.47424	0.17466	0	0.0244
AC007098.2	0	0	0	0	0
AC007099.1	0	0	0	0	0
AC007099.2	0	0	0	0	0
AC007115.1	0	0	0	0	0
AC007128.1	0.20412	0.37544	0	0	1.86416
AC007128.2	0.24786	0	0	0	1.30296
AC007132.1	0	0	0	0	0
AC007151.1	10.2955	5.53774	3.53912	6.00548	1.46888
AC007159.1	0	0	0	0	0
AC007161.3	3.1221	0.1729	0.89952	0	0.4392
AC007179.1	10.34868	19.33361	5.09092	13.22867	13.46392
AC007179.3	5.0968	14.8325	1.70902	4.20357	9.81396
AC007192.1	0	0	0	0	0
AC007207.2	0	0	1.94408	0.60863	0
AC007216.2	217.56281	263.03942	2919.5069	2917.736	2583.234
AC007216.4	2.3975	6.85077	2.22913	3.24663	5.63152
AC007216.5	0	0	0.24726	0.37253	0
AC007218.2	6.78447	1.94636	0.17466	1.14775	2.3668
AC007220.1	22.60441	18.70112	8.40633	13.49699	25.88451
AC007221.1	0.42812	0.21736	0	0.71426	0.3416
AC007221.2	45.36053	36.10592	25.50748	32.34787	51.73154
AC007223.1	0.73872	0.93366	0.64752	1.3943	1.0736
AC007224.2	27.2053	42.2901	35.9336	68.0244	50.0687
AC007225.1	0	0	0	0	0
AC007225.2	0	0	0	0.38228	0
AC007229.1	0	0	0	0.36216	0
AC007237.1	0	0	0	0	0
AC007240.1	107.83954	92.0295	25.79822	52.69968	46.49245
AC007249.1	4.47924	9.64652	6.14664	4.53071	3.91864
AC007249.2	32.68007	39.74349	42.58238	45.70217	51.6553
AC007250.1	5.70946	0.90402	0.32376	2.3955	0.74176
AC007253.1	0	0	0	0	0
AC007255.2	0	0	0	0	0
AC007272.1	0	0	0	0	0
AC007274.1	0	0	0	0	0
AC007274.2	0	0	0	0	0
AC007274.3	0	0	0	0	0
AC007278.1	0	0	0	0	0
AC007278.2	0	0.37544	0	0	0.6344
AC007279.1	1.35209	0.75088	7.50257	2.20487	1.11752
AC007283.1	1.39508	0	0.37084	0	0
AC007285.1	0	0	0	0	0
AC007292.1	0	0	0	0	0
AC007298.1	0	0	0	0	0
AC007298.2	0	0	0	0	0
AC007314.1	25.92152	23.02137	15.49441	30.33442	16.76315
AC007317.1	5.17408	3.42836	6.7279	3.3268	2.43512
AC007318.1	0	0	0	0	0
AC007319.1	0.25272	0	0	0.4628	0
AC007322.1	0	0.26182	0.32376	0	0.70272
AC007322.2	0	1.05222	0	0	0
AC007322.3	0	0	0	0	0
AC007322.4	0	0	0	0	0
AC007325.1	0	0.75088	0	0	0
AC007325.3	0	0	0	0	0
AC007325.4	0.69012	0.67678	0.13648	1.46923	1.12728
AC007326.4	57.26979	81.33162	657.08351	538.36237	650.05464
AC007326.5	51.37504	51.35797	402.37179	727.1465	823.6003
AC007333.1	2.00869	2.38602	1.80743	1.66125	1.2688
AC007336.1	0	0	0	0	0
AC007336.3	0	0	0	0	0
AC007342.1	0	0	0	0	0
AC007342.4	0	0	0	0	0
AC007342.5	0.00486	0	0	0	0
AC007342.8	0	0	0	0	0
AC007342.9	0	0	0	0	0
AC007346.1	2.16806	5.60196	0	1.22854	0
AC007349.1	0	0	0	0	0
AC007349.2	0	25.80244	0	0	0
AC007349.3	0	0	0	0	0
AC007364.1	24.1121	21.75288	24.8123	46.471	41.1082
AC007365.1	0	0	0	0.98152	0
AC007365.2	0	0	0.03408	0	0
AC007368.1	0	0	0	0	0
AC007368.4	0	0	0	0	0
AC007368.5	0	0	0	0	0
AC007375.1	7.52358	5.97215	3.71309	1.48938	5.47536
AC007375.2	14.0387	22.4317	3.88729	6.11966	2.22528
AC007383.2	90.2388	19.73915	0	0.75498	1.952
AC007383.3	36.75235	12.4777	0.0853	0	0.58072
AC007383.4	90.2388	19.73915	0	0.75498	1.952
AC007383.5	36.75235	12.4777	0.0853	0	0.58072
AC007383.6	0	0	0	0	0
AC007384.1	0	0	0	0	0
AC007388.1	107.62658	75.04448	128.17556	130.00775	153.1187
AC007389.1	13.7728	2.18348	1.12504	0.99693	3.294
AC007389.5	0.59778	0	0.20472	0.76532	0
AC007390.2	2.34379	56.4405	0.62196	0.76456	0.14152
AC007391.1	0	0	0	0	0
AC007394.1	3.35543	1.3091	1.41563	3.77986	4.47008
AC007402.1	482.76095	376.74636	236.49928	229.66842	202.61752
AC007403.1	23.93258	17.42536	32.87732	31.50206	42.6267
AC007405.3	12.90205	40.31019	0	0	0.74176
AC007406.1	7.89796	1.99576	0.30246	2.28022	1.62504
AC007406.4	0	0	0	0	0
AC007422.1	0	0	0	0	0
AC007431.3	0	0	0	0.04027	0
AC007448.2	0	0	0	0	0
AC007448.3	0	0	0	0	0.5856
AC007448.4	0	0.75088	0	0.76456	0
AC007450.4	0	0.50882	0	0.16599	0
AC007458.1	0	0	0	0	0
AC007485.1	0	0	0	0	0
AC007493.1	202.42812	215.3067	95.42355	182.77094	148.73194
AC007493.2	0	0	0.38766	0	0
AC007494.1	11.8959	10.8872	4.79524	2.66297	5.24112
AC007494.2	0	0	0	0	0
AC007494.3	4.11823	4.1496	0.01704	0.76532	0.74176
AC007495.2	0	0	0	0	0
AC007496.3	0.2673	0.6916	1.41583	0.76456	2.95728
AC007527.1	0.06804	0	0	0	0
AC007527.2	0	0	0	0	0
AC007529.1	0	1.49188	0.60563	0	0.36112
AC007529.2	0	0.24206	0.92089	0	0
AC007533.1	5.85519	12.66084	3.19281	3.97073	4.96784
AC007537.1	0	0.3705	0	0	0
AC007537.2	0	0	0	0	0
AC007537.3	0	0	0	0	0
AC007537.4	0	0.3705	0	0	0
AC007546.1	0	3.71488	4.58326	2.29545	0.74176
AC007552.1	87.5925	290.575	737.785	896.405	859.477
AC007552.2	0.73872	1.00776	0.04265	1.62621	0.366
AC007556.1	0	0	0.51554	0	0
AC007557.1	0.3938	0	0.31098	0	0
AC007559.1	0	0	0	0	0
AC007563.1	0	0	0	0	0
AC007563.2	0	0	0	0	0
AC007566.1	5.21294	3.63584	0	0.19631	0
AC007566.2	0	0	0	0	0
AC007568.1	60.6108	52.66292	99.34642	48.5903	35.9148
AC007569.1	56.4916	63.40558	63.5715	25.56663	33.28995
AC007595.1	107.3418	97.3324	320.7621	402.9577	426.0944
AC007598.1	171.59016	137.03532	167.06509	103.83162	98.03836
AC007598.3	31.174	23.5328	22.6185	20.7153	26.9474
AC007599.2	0	0	0	0	0
AC007603.2	0	0	0	0	0
AC007608.3	147.48642	228.2266	81.37183	265.8373	291.37535
AC007608.4	121.257	140.114	82.6461	139.985	148.697
AC007610.3	0	0	0	0	0
AC007610.4	0	0	0	0	0
AC007611.1	22.19569	25.03098	32.09326	32.74078	20.00452
AC007613.1	14.4865	24.5611	6.72121	20.1504	13.7079
AC007614.1	0.73872	0	0	0	0
AC007614.2	0	0	0	0	0
AC007618.1	0	0	0	0	0
AC007618.2	0	0	0	0	0
AC007619.1	12.36261	15.27149	14.04125	13.30174	17.92031
AC007619.4	12.45506	15.3455	13.96026	13.24639	18.10585
AC007620.2	1.4782	5.51304	0	0	2.59128
AC007620.3	0.67068	0.6175	0	0	1.48352
AC007621.1	123.678	117.489	127.065	100.906	113.222
AC007621.2	123.678	117.489	127.065	100.906	113.222
AC007622.1	11.0742	23.3916	30.2772	69.5903	60.6104
AC007622.2	97.98254	174.19675	200.1525	444.4943	413.3661
AC007631.1	0	0.25194	0	0	0
AC007637.1	0	1.09668	2.14804	0.50817	3.10368
AC007639.1	0	0	1.0612	1.29888	0.74176
AC007655.1	0	0.2717	0	0	0.00488
AC007656.1	10.1159	6.7925	15.4397	41.6475	20.2581
AC007663.1	0.93408	0	0	0	0
AC007663.3	0	0	0	0	0
AC007673.1	1.40044	0.75088	0	0	0
AC007677.1	0	0	0	0	0
AC007679.1	0	0	0	0	0
AC007679.2	17.4884	12.3088	1.24516	1.29796	0.74176
AC007679.3	0	0	0	0	0
AC007679.4	17.4884	12.3088	1.24516	1.29796	0.74176
AC007681.1	0	0	0	0	0
AC007685.1	1.7362	0	0.6478	0.58881	0
AC007686.1	0	0	0	0	0
AC007686.3	0	0	0	0	0
AC007687.1	0	0	0	0	0
AC007688.1	0	0	0	0	0
AC007688.2	0	0	0	0	0
AC007718.1	0	0	0	0	0
AC007728.3	8.41343	20.9229	3.1117	6.7149	30.1456
AC007731.1	0.1944	0	0	0	0
AC007731.2	0	0	0	0	0
AC007741.1	0	0	0	0	0
AC007742.1	0	0	0	0	0
AC007744.1	1.05489	0	1.29637	2.28534	2.22528
AC007749.1	0	0	0	0	0
AC007750.1	2.1545	0	0	0	0
AC007780.1	0	0	0	0	0
AC007785.1	23.26075	9.24571	3.29105	3.54407	2.96704
AC007785.3	37.08247	14.06291	22.477	30.98236	35.47958
AC007786.1	13.52903	0.75088	2.30215	0	0.46848
AC007786.2	17.7069	4.33687	2.28372	2.31508	0.91744
AC007786.3	6.50714	0.85956	1.74385	1.09654	1.0004
AC007787.2	0	0	0	0	0
AC007795.1	0.91415	1.36838	4.05905	1.59092	3.72344
AC007823.1	135.312	264.733	249.431	117.394	249.088
AC007834.1	0	0	0	0	0
AC007846.1	5.91393	5.74028	5.18305	6.69971	2.68888
AC007846.2	22.8335	15.835	2.49359	10.6535	21.5812
AC007848.1	0	0	0	0	0
AC007849.2	37.3547	20.1522	3.63166	8.53811	11.9765
AC007861.2	0	0	0	0	0
AC007878.1	0.73872	1.20536	0	0.02012	0
AC007879.1	0.06318	3.05786	0.13206	0.78018	0.72712
AC007879.2	1.89636	4.14445	0	2.28559	0.74176
AC007881.1	0.03402	0.00494	1.1089	0	0
AC007899.1	0	35.9089	0	0	0
AC007906.1	0	0	0	0	0
AC007907.1	0	4.199	0	0.503	0.74176
AC007908.1	10.5291	5.71031	1.68794	7.58691	4.4164
AC007919.1	0	0	1.75229	0	0.27328
AC007919.2	0	0	0	0	0
AC007920.2	0.73901	0	0	0.76456	0
AC007922.1	2.84947	0	0.54528	0	1.48352
AC007922.2	6.63345	1.40789	0.64828	1.59054	2.18136
AC007923.1	0	0	0.32376	1.60537	0.37088
AC007923.2	0	0	8.6447	5.87519	7.72992
AC007923.3	0	0	0	0	0.25376
AC007923.4	23.17792	15.26258	37.86835	40.17735	36.613
AC007938.3	0	0	0	0	0
AC007952.2	744.0339	804.7991	801.104	1399.5394	1148.664
AC007952.3	198.12004	197.1056	208.63817	305.3233	297.7046
AC007952.5	889.892	1101.58	972.586	1591.38	1701.07
AC007952.9	12.7321	22.38962	36.2614	56.2636	57.0039
AC007953.1	0	0	0	0	0
AC007954.1	0	0.75088	0	0	0
AC007956.1	0	0	0	0	0
AC007967.1	0.4617	0.5681	0	0	0
AC007969.2	71.0035	85.444	109.76	155.091	127.263
AC007991.2	0.02916	0	0.06816	0	0
AC007993.2	6.24427	5.59206	3.69115	5.53243	8.75472
AC008011.2	3.25808	0.90402	1.00578	0.76456	0.67344
AC008012.1	0	0	0	0	0
AC008013.2	124.5767	120.48321	164.2778	226.4634	206.644
AC008014.1	3.06315	7.89412	15.04729	4.99737	12.40984
AC008015.1	0	0	0	0	0
AC008026.2	0	0	0	0	0
AC008026.3	39.1109	33.61724	2.58588	3.43274	5.00688
AC008033.1	0	0	0	0	1.48352
AC008033.2	0	0	0	0	0
AC008035.1	8.28219	6.78716	8.78064	4.57556	4.40664
AC008040.2	3.56006	7.8446	30.6011	14.0711	20.8481
AC008040.3	21.5056	23.9862	28.1034	23.4043	6.40256
AC008040.5	0.73872	0	0	0	0
AC008055.1	0.49086	0	0	0	0
AC008060.1	154.24824	172.21983	85.00824	88.55891	93.38074
AC008060.2	21.39381	8.64901	12.42148	28.0689	26.7989
AC008060.4	51.3962	73.4759	19.0462	41.8512	58.7139
AC008063.1	0	0	0	0	0
AC008063.2	0.73916	0.70642	0	0	2.94752
AC008072.1	16.7156	4.65842	6.50927	4.81254	12.8792
AC008073.3	469.37154	192.21186	60.69435	123.41819	116.48912
AC008074.1	0	0	0	0	0
AC008080.1	0	0	0	0	0
AC008083.2	0	0	0	0	0.17568
AC008083.3	1.65327	3.3839	3.07374	1.69633	2.82552
AC008088.1	0	0	0	0	0.74176
AC008109.1	334.7814	262.84702	211.03288	290.5815	450.5903
AC008114.1	0	0	0	0	0
AC008115.2	0	0	0	0	0
AC008115.3	0	0	0	0	0
AC008115.4	0	0.20254	0	0	0
AC008125.1	1.47779	0	0	0.76456	0
AC008126.1	0	0	0	0	0
AC008127.1	39.74228	37.2173	0	0.74469	0.86376
AC008127.2	2.21733	3.74946	0	0	0
AC008132.1	0.73884	0.75088	9.07173	3.90409	14.09344
AC008133.1	1.59989	0.57304	0	0.21126	0
AC008134.1	68.2653	131.359	116.784	211.198	157.229
AC008147.1	0	0	0	0	0
AC008147.4	0	0	0	0.04024	0
AC008154.2	0	0	0	0	0
AC008162.1	0	0	0	0	0.05856
AC008164.1	0	0.63232	0	0	0
AC008175.1	56.40948	54.32531	32.26012	38.54669	24.00478
AC008250.1	2.38759	0.34086	0.04686	0.05533	0.02928
AC008264.1	0	0	0	0	0
AC008267.3	0	0	0	0	0
AC008267.7	0	0	0	0	0
AC008268.1	0	0	0	0	0.18056
AC008269.1	0.36936	2.9887	0.46434	1.15721	0
AC008277.1	0	0	0	0	0
AC008277.2	0	0	0	0	0
AC008278.2	12.8578	19.1495	6.96555	18.86512	11.43416
AC008280.3	0	0.37544	0.41797	0	0.37088
AC008379.1	0.73427	0.9386	0	0	0
AC008385.1	44.9363	13.2118	24.8079	29.6648	64.1148
AC008393.1	112.24058	75.0751	44.1395	75.87828	59.99852
AC008393.2	1.32192	0	0	0.76456	1.57136
AC008393.3	108.3348	91.9135	38.78236	90.34872	55.12654
AC008395.1	12.91749	18.16645	2.72417	4.62616	7.56888
AC008403.1	0	0.20254	1.11231	3.18632	0.16592
AC008406.2	0	0	0	0	0
AC008406.3	0	0	0	0	0
AC008410.1	2.76237	0.45448	5.6996	3.3674	1.21512
AC008413.1	6.43897	0.94848	0.24282	3.01015	4.67016
AC008413.2	40.6569	20.21151	28.02632	38.088	33.9143
AC008415.1	1.47783	0.75088	0.49019	0	1.48352
AC008429.2	1.47862	0	0	0	0
AC008429.3	0	0	0	0	0
AC008429.4	0	0	0	0	0
AC008440.3	13.03893	12.34419	2.3023	3.77022	4.51888
AC008443.2	0	1.56104	0	0.38228	0.46848
AC008443.4	5.11576	0.2223	0	0	0
AC008443.5	7.44355	9.69228	0.2343	1.51403	4.98248
AC008443.6	0.2673	0	0	0	0
AC008448.1	18.19381	23.59979	8.76877	9.59041	13.69326
AC008456.1	120.74958	14.31596	1.5599	16.77507	21.61893
AC008463.2	83.99828	52.31398	101.02118	52.49637	35.46036
AC008474.1	296.4541	256.59877	204.05953	219.2192	198.601
AC008481.1	0.04374	0.08892	0	0	0
AC008481.2	0	0	0	0	0
AC008489.1	0	0.38532	0.4473	1.15692	0
AC008494.2	0	0	0	0	0
AC008494.3	0	0	0	0	0
AC008507.1	0	0	0	0	0
AC008507.3	0.2673	0.30628	0	0.32695	0.18544
AC008514.2	74.7543	291.0741	6.29648	0.76532	0.74176
AC008517.1	326.222	188.72874	119.61045	68.8654	60.0394
AC008521.1	0	0.47918	0	0.36719	0.09272
AC008521.2	0	0	0	0	0
AC008525.2	6.06929	8.29797	6.68371	10.25077	18.40432
AC008526.1	0	0	0	0	0
AC008534.1	0	0.54834	0.64752	0	1.47376
AC008537.1	0	0	0	0	0
AC008537.3	0	0.3705	0	0	1.10776
AC008539.1	0	0	0	0	0
AC008543.1	59.27338	51.79829	49.04942	27.6801	31.45844
AC008549.1	0	0	0	0	0
AC008549.3	0.28674	0	0	0	0
AC008550.1	0	0	0	0	0
AC008551.1	19.67722	39.75048	33.38023	64.78747	74.0366
AC008554.1	4.90733	7.547	32.8044	22.1076	22.1719
AC008555.2	706.50479	435.31182	638.05926	642.08029	514.15824
AC008555.4	1.89619	0.01976	3.2392	0.87609	1.54208
AC008555.7	5.16949	1.73394	1.94408	0.76532	4.31392
AC008556.1	0.19926	1.00282	0	0.38228	0.67344
AC008565.1	0	0	0	0	0
AC008567.1	0	0.3705	0	0.28168	0
AC008567.2	0	0	0	0	0
AC008568.1	26.87053	45.8373	31.16885	95.46113	32.64727
AC008568.2	10.0127	8.57968	4.37357	11.6386	6.30496
AC008569.2	0	0	0	0	0
AC008575.1	0.10692	0.3211	1.68394	2.33072	2.84504
AC008581.1	0	0	0	0	0
AC008581.2	4.85817	11.31641	0.56258	0	0.34648
AC008588.1	0	0	0	0	0
AC008592.1	0	0	0	0	0
AC008592.5	0	0	0	0	0
AC008608.2	0	0	0	0	0
AC008610.1	11.60874	17.27812	2.56205	3.72527	3.45504
AC008620.1	0.20898	0.2223	0	1.4084	1.41032
AC008620.2	0.73872	2.12914	8.87462	9.8613	4.87024
AC008622.2	0	0	0	0	0
AC008622.3	0	0	0	0	0
AC008626.1	0	0	0	0	0
AC008626.2	0	0	0	0	0
AC008628.1	0	0	0	0	0
AC008628.2	0	0	0	0	0
AC008629.2	12.0124	13.899	9.0842	13.3364	5.54856
AC008629.3	9.11362	9.29213	10.977	13.7088	4.56768
AC008632.1	133.9586	128.0498	102.9315	84.7856	72.1722
AC008635.1	0	0	0	0.16599	0
AC008649.1	0	0	0	0	0
AC008649.4	0	0	0	0	0
AC008652.1	0	0	0	0	0
AC008662.2	0	0	0	0	0
AC008663.1	0	0	0	0	0
AC008663.2	0.36936	0	0.24282	0	0
AC008663.3	0	0	0	0	0
AC008667.1	0	0	0	0	0
AC008667.2	0	0	0	0	0
AC008667.4	0	0	0	0	0
AC008669.1	0	0	0.64787	0.76491	0
AC008676.2	0	0	0	0	0
AC008687.2	0	0	0	0	0
AC008687.3	0	0	0	0	0
AC008687.5	0	0	0	0	0
AC008691.1	20.75867	13.08582	1.29656	0	0.3416
AC008696.2	0	0	0	0	0
AC008700.1	0	0	0	0.38228	0
AC008708.1	5.71444	9.70129	8.29154	8.29154	5.40216
AC008716.1	0	0	0.49416	1.06133	0.82472
AC008723.1	0	0	0	0	0
AC008725.1	86.7472	60.6355	41.0086	77.1305	76.8052
AC008728.1	0	0	0.38766	0	0
AC008734.1	0.36936	0	0.28968	0	0.04392
AC008734.2	0	0	0	0	0.73688
AC008735.1	0.1701	0	0	0	0
AC008737.1	0	0	0	0	0
AC008737.2	0	0	0	0	0
AC008737.3	0	0	0	0	0
AC008738.1	24.1415	19.62837	25.55844	21.18129	38.7119
AC008738.2	0	0.58292	1.29621	0	1.11264
AC008738.3	114.578	65.2768	89.3514	45.5497	49.9561
AC008738.4	0.5838	0.41496	0	0	0
AC008738.5	0.23814	0	0.46008	3.12123	0.72712
AC008738.7	0.36936	0.75088	0	0	0
AC008739.1	32.6862	24.6907	23.4019	47.8405	46.5312
AC008739.6	11.19028	15.83565	6.33426	15.34026	18.33527
AC008740.1	0.25758	0	0	0	0
AC008740.2	0.26244	0	0	0	0
AC008741.1	1.91074	3.06774	6.80785	19.09631	21.83493
AC008742.1	0.73872	0.75088	0.27296	1.52055	1.8544
AC008745.1	0	0	0	0	0
AC008746.2	0	0	0	0	0
AC008746.5	8.83199	11.1878	3.77323	3.13573	10.6921
AC008749.1	0	0	0	0	0
AC008750.1	30.1429	24.61208	28.308	57.3008	55.9351
AC008750.2	137.0273	150.1675	119.735	177.7421	216.6781
AC008750.3	0.73872	1.24982	0.83922	1.3342	0
AC008750.4	5.04301	5.10718	8.20959	9.92865	7.25729
AC008750.7	361.98672	223.43218	186.40774	189.6699	192.04228
AC008751.1	2.66979	3.70994	0	2.39099	0.37088
AC008751.2	9.40581	9.16309	0	9.86573	3.55264
AC008752.1	10.60183	5.07832	5.45638	3.43828	7.40784
AC008753.1	1.47867	2.25264	0	0.76484	1.47864
AC008753.2	12.8632	6.32261	6.88396	5.31121	2.65016
