symbol  TSC1	TSC2	MSC1	MSC2	NPC1	NPC2	ESC1	ESC2	MES1	MES2
OPCML-IT1	2	6	0	0	0	4	50	60	24	24
OPCML-IT2	0	0	0	0	0	0	0	5	0	0
OPHN1	2268	2982	1635	1696	2218	2329	838	893	532	532
OPLAH	1570	1775	1943	1874	2247	2252	2165	2089	1071	1071
OPN1LW	0	0	0	0	0	0	0	0	1	1
OPN1MW	0	0	0	0	1	0	0	0	0	0
OPN1MW2	0	0	0	0	0	0	0	0	0	0
OPN1SW	346	378	765	903	865	849	641	797	260	260
OPN3	11518	12359	3167	3450	3049	2792	1858	1967	1564	1564
OPN4	0	0	1	4	1	0	0	0	0	0
OPN5	13	36	8	0	25	24	6	0	0	0
OPRD1	391	462	0	0	61	81	234	267	131	131
OPRK1	105	144	0	0	889	891	368	511	335	335
OPRL1	532	729	320	245	1677	1681	196	259	70	70
OPRM1	0	2	0	2	0	0	2	0	0	0
OPTC	124	143	0	0	18	20	215	199	79	79
OPTN	6873	8426	18747	18386	4230	4457	1079	1177	1147	1147
OR10A2	1	0	0	0	0	0	2	0	2	2
OR10A3	25	35	0	0	1	0	59	67	139	139
OR10A4	0	0	0	0	0	0	5	2	2	2
OR10A5	0	0	0	0	0	6	0	0	0	0
OR10A6	4	8	0	0	0	0	12	3	21	21
OR10A7	0	0	0	0	0	0	0	0	0	0
OR10AA1P	0	0	0	0	4	0	0	0	0	0
OR10AB1P	13	11	0	0	15	16	8	3	2	2
OR10AC1P	4	5	2	2	0	0	0	0	1	1
OR10AD1	4	0	1	0	6	6	9	23	10	10
OR10AE1P	0	0	0	0	0	0	0	0	0	0
OR10AE3P	0	0	0	0	0	0	0	0	0	0
OR10AF1P	0	0	0	0	0	0	0	0	0	0
OR10AG1	0	0	0	0	2	2	28	10	1	1
OR10AH1P	0	0	0	0	0	0	0	0	0	0
OR10AK1P	0	0	0	0	0	0	0	0	0	0
OR10B1P	1	2	0	0	0	0	0	0	0	0
OR10C1	0	0	0	0	2	0	0	0	0	0
OR10D1P	0	0	2	13	0	0	4	2	0	0
OR10D3	0	0	0	0	0	0	0	0	0	0
OR10D4P	0	0	0	0	0	0	0	0	0	0
OR10D5P	0	0	0	0	0	0	0	0	0	0
OR10G1P	0	0	0	0	0	0	0	0	3	3
OR10G2	4	0	0	0	0	2	0	0	1	1
OR10G3	0	0	0	0	0	0	0	0	0	0
OR10G4	0	0	0	0	0	0	2	2	0	0
OR10G5P	0	0	0	0	0	0	0	0	0	0
OR10G6	0	0	0	0	0	0	0	0	0	0
OR10G7	0	0	0	0	0	0	0	0	0	0
OR10G8	0	0	0	0	0	0	0	0	0	0
OR10G9	0	0	0	0	0	0	0	0	0	0
OR10H1	0	0	0	0	0	0	0	0	0	0
OR10H2	0	0	0	0	0	0	0	2	0	0
OR10H3	0	0	0	0	0	0	0	0	0	0
OR10H4	0	0	0	0	0	0	0	0	0	0
OR10H5	0	0	0	0	0	0	0	0	4	4
OR10J1	0	0	0	0	0	0	0	0	0	0
OR10J2P	0	0	0	0	0	0	0	0	0	0
OR10J3	0	0	0	0	0	0	0	1	0	0
OR10J4	0	0	0	0	0	0	0	0	0	0
OR10J5	0	0	0	0	0	0	0	0	0	0
OR10J6P	0	0	0	0	0	0	0	0	0	0
OR10J7P	0	0	0	0	0	0	0	0	0	0
OR10J8P	0	0	0	0	0	0	0	0	0	0
OR10J9P	0	0	0	0	0	0	0	0	0	0
OR10K1	0	0	0	0	0	0	0	0	0	0
OR10K2	0	0	0	0	0	0	0	0	0	0
OR10N1P	0	0	0	0	0	0	0	0	0	0
OR10P1	0	0	0	3	0	0	0	0	0	0
OR10Q1	0	0	0	0	0	0	0	0	0	0
OR10Q2P	0	0	0	0	0	0	0	0	0	0
OR10R1P	0	0	0	0	0	0	0	0	0	0
OR10R2	0	0	0	0	0	0	0	0	0	0
OR10R3P	0	0	0	0	0	0	0	0	0	0
OR10S1	4	0	0	0	0	0	0	0	7	7
OR10T1P	0	0	0	0	0	0	0	0	0	0
OR10T2	0	0	0	0	0	0	0	0	0	0
OR10U1P	0	0	0	0	0	0	0	0	0	0
OR10V1	0	0	0	0	0	0	0	0	0	0
OR10V2P	4	4	6	3	21	25	7	12	2	2
OR10V3P	2	2	4	0	8	7	3	0	4	4
OR10W1	0	0	0	0	0	0	0	0	0	0
OR10X1	0	0	0	0	0	0	0	0	0	0
OR10Y1P	0	0	2	4	0	0	0	0	0	0
OR10Z1	0	0	0	0	0	0	0	0	0	0
OR11A1	0	0	0	0	0	0	0	0	0	0
OR11G1P	0	0	0	0	0	0	0	0	0	0
OR11G2	0	0	2	0	0	0	0	0	0	0
OR11H1	0	0	0	0	0	0	0	0	0	0
OR11H12	0	0	0	0	0	0	0	0	0	0
OR11H13P	0	0	0	0	0	0	0	0	0	0
OR11H2	0	0	0	0	0	0	0	0	0	0
OR11H3P	0	0	0	0	0	0	0	0	0	0
OR11H4	0	0	0	0	0	0	0	0	0	0
OR11H5P	0	0	0	0	0	0	0	0	0	0
OR11H6	0	0	0	0	0	0	0	0	0	0
OR11H7	0	8	0	3	3	13	2	4	0	0
OR11I1P	2	2	0	0	0	0	0	0	0	0
OR11J1P	0	0	0	0	0	0	0	0	0	0
OR11J2P	0	0	0	0	0	0	0	0	0	0
OR11J5P	0	0	0	0	0	1	0	0	1	1
OR11K1P	0	0	0	0	9	28	12	12	4	4
OR11K2P	0	0	0	0	1	0	0	0	0	0
OR11L1	0	0	0	0	0	2	0	0	0	0
OR11M1P	10	4	0	0	12	1	8	8	0	0
OR11N1P	0	9	6	7	0	14	12	0	2	2
OR11Q1P	0	0	0	0	0	0	0	0	0	0
OR12D1	0	0	0	0	0	0	0	0	0	0
OR12D2	0	0	0	0	0	2	0	0	0	0
OR12D3	0	0	0	0	0	0	0	0	0	0
OR13A1	8	15	2	0	95	110	7	16	6	6
OR13C1P	0	0	0	0	0	0	0	0	0	0
OR13C2	0	0	0	0	0	0	0	0	0	0
OR13C3	0	0	0	0	0	0	0	2	0	0
OR13C4	0	0	0	0	0	2	0	0	0	0
OR13C5	0	0	0	0	0	0	0	0	0	0
OR13C6P	0	0	0	0	0	0	0	0	0	0
OR13C7P	0	0	0	0	0	0	0	0	0	0
OR13C8	0	0	0	0	0	0	0	0	0	0
OR13C9	0	0	0	0	0	0	0	0	0	0
OR13D1	0	0	0	0	0	4	2	0	0	0
OR13D2P	2	0	0	0	2	0	0	0	0	0
OR13D3P	0	0	0	0	0	0	4	0	0	0
OR13E1P	21	33	8	4	236	315	98	102	6	6
OR13F1	0	0	0	0	0	0	2	0	0	0
OR13G1	0	0	0	0	8	2	0	0	0	0
OR13H1	1	0	0	0	0	4	6	0	0	0
OR13I1P	0	4	0	0	0	3	0	0	0	0
OR13J1	0	2	0	0	8	7	6	12	7	7
OR13K1P	0	6	0	0	0	4	0	6	2	2
OR13Z1P	0	0	0	0	0	0	0	0	0	0
OR13Z2P	0	0	0	0	0	6	5	8	1	1
OR13Z3P	1	0	0	0	0	0	0	0	0	0
OR14A16	0	0	0	0	0	0	13	15	3	3
OR14A2	0	0	0	0	0	0	0	0	0	0
OR14C36	0	0	0	0	0	0	0	0	0	0
OR14I1	0	0	0	0	0	0	0	0	0	0
OR14J1	0	0	0	0	0	0	0	0	0	0
OR14K1	2	0	0	0	2	9	0	0	0	0
OR14L1P	0	0	0	0	0	0	0	0	0	0
OR1A1	0	0	0	0	0	0	0	0	0	0
OR1A2	0	0	0	0	0	0	0	0	0	0
OR1AA1P	2	0	1	0	0	2	0	0	2	2
OR1AB1P	0	0	1	0	0	0	0	0	0	0
OR1AC1P	0	0	0	0	0	0	0	0	0	0
OR1B1	0	0	4	0	3	2	4	0	0	0
OR1C1	0	2	0	0	5	2	0	4	0	0
OR1D2	0	0	0	0	0	0	0	0	0	0
OR1D3P	0	0	0	0	7	2	0	0	0	0
OR1D4	0	0	0	0	0	0	0	0	0	0
OR1D5	0	2	0	0	0	0	0	0	0	0
OR1E1	2	1	0	0	0	0	0	0	0	0
OR1E2	0	0	0	0	0	0	0	0	0	0
OR1E3	0	0	0	0	0	0	0	0	0	0
OR1F1	7	10	47	39	35	24	58	62	17	17
OR1F12	0	0	0	0	0	1	6	8	0	0
OR1F2P	7	2	26	27	6	17	13	15	11	11
OR1G1	1	2	0	0	33	42	10	3	9	9
OR1H1P	0	0	12	13	0	0	0	2	0	0
OR1I1	0	2	0	0	0	0	0	0	0	0
OR1J1	0	1	2	0	0	2	0	0	0	0
OR1J2	0	0	2	4	0	0	0	0	0	0
OR1J4	0	0	5	2	0	0	0	0	0	0
OR1K1	0	4	4	0	0	0	0	0	0	0
OR1L1	0	0	0	0	0	0	0	0	0	0
OR1L3	2	0	0	0	0	0	4	0	0	0
OR1L4	0	0	0	0	1	0	0	0	0	0
OR1L6	0	0	0	0	0	0	0	0	0	0
OR1L8	8	9	5	33	4	4	0	0	2	2
OR1M1	5	6	0	0	2	2	0	0	0	0
OR1M4P	0	0	0	0	0	0	0	0	0	0
OR1N1	2	3	0	0	0	0	0	0	0	0
OR1N2	0	0	0	0	0	0	0	0	0	0
OR1P1	2	12	0	0	40	33	74	61	39	39
OR1Q1	0	0	10	2	0	1	0	0	0	0
OR1R1P	0	0	0	0	0	1	0	4	0	0
OR1S1	0	0	0	0	0	0	0	0	0	0
OR1S2	0	0	0	0	0	0	0	0	0	0
OR1X1P	0	0	0	0	0	0	0	0	0	0
OR1X5P	0	0	0	0	0	0	0	0	0	0
OR2A1	0	3	4	3	5	1	21	12	5	5
OR2A1-AS1	143	201	87	78	129	99	764	748	548	548
OR2A12	6	0	2	0	2	0	4	2	4	4
OR2A13P	4	2	4	0	15	8	24	16	6	6
OR2A14	0	2	0	0	1	0	11	5	0	0
OR2A15P	2	0	0	0	0	2	4	2	0	0
OR2A2	0	2	6	2	1	0	14	10	3	3
OR2A20P	4	9	9	20	9	20	58	61	49	49
OR2A25	0	0	2	0	0	0	2	0	0	0
OR2A3P	9	0	0	0	3	0	7	6	2	2
OR2A4	0	0	0	0	0	0	0	0	1	1
OR2A41P	0	0	0	1	0	0	0	1	0	0
OR2A42	1	0	2	1	1	0	7	4	1	1
OR2A5	0	0	0	0	0	0	5	9	0	0
OR2A7	43	56	8	6	11	4	85	79	33	33
OR2A9P	12	26	59	44	62	59	136	104	64	64
OR2AD1P	0	0	0	0	4	2	1	2	2	2
OR2AE1	4	0	0	0	0	0	0	0	0	0
OR2AF1P	0	0	13	8	0	0	0	1	0	0
OR2AG1	0	0	0	0	0	2	2	0	0	0
OR2AG2	16	28	22	4	44	32	61	31	98	98
OR2AH1P	0	0	0	0	0	0	0	0	0	0
OR2AI1P	0	0	0	0	0	0	0	0	0	0
OR2AJ1	1	0	0	0	0	0	0	0	0	0
OR2AK2	0	0	0	0	2	2	6	0	0	0
OR2AL1P	0	0	0	0	0	0	0	0	0	0
OR2AM1P	0	0	0	0	0	0	0	0	0	0
OR2AO1P	0	2	0	0	2	0	8	2	0	0
OR2AP1	0	0	0	0	0	0	0	0	0	0
OR2AQ1P	0	0	0	0	0	0	0	0	0	0
OR2AS1P	0	0	0	0	0	0	0	0	0	0
OR2AS2P	0	0	0	0	0	0	0	0	0	0
OR2AT1P	2	0	0	0	0	0	2	0	0	0
OR2AT2P	5	6	0	0	0	2	0	0	0	0
OR2AT4	7	3	0	0	0	0	0	0	0	0
OR2B11	13	11	0	0	0	0	0	0	0	0
OR2B2	0	0	0	0	0	0	0	0	0	0
OR2B3	0	2	0	0	0	0	0	2	0	0
OR2B4P	0	0	0	0	0	4	3	0	2	2
OR2B6	335	296	2	5	21	29	16	22	83	83
OR2B7P	0	0	0	0	0	4	0	0	0	0
OR2B8P	2	0	0	0	6	2	0	1	0	0
OR2BH1P	0	0	0	0	0	0	0	0	0	0
OR2C1	4	17	4	2	16	16	2	0	0	0
OR2C3	2	0	0	0	0	0	0	0	0	0
OR2D2	0	0	0	0	0	1	0	0	1	1
OR2D3	1	2	0	0	0	2	10	0	12	12
OR2E1P	0	0	0	0	0	0	0	2	0	0
OR2F1	16	9	0	0	0	1	8	7	3	3
OR2F2	1	1	4	0	2	6	0	4	0	0
OR2G1P	0	0	0	0	0	0	0	0	0	0
OR2G2	0	0	0	0	0	0	0	0	0	0
OR2G3	0	0	0	0	0	0	0	0	0	0
OR2G6	0	0	0	0	0	0	0	0	0	0
OR2H1	0	1	2	0	16	11	6	6	2	2
OR2H2	8	8	3	1	135	120	124	95	15	15
OR2H4P	0	0	0	0	0	0	0	0	0	0
OR2H5P	0	0	0	0	28	33	19	5	0	0
OR2I1P	0	0	0	0	0	0	0	6	2	2
OR2J1	0	0	0	0	0	0	0	0	0	0
OR2J2	0	1	0	0	0	0	0	0	0	0
OR2J3	0	0	0	0	4	0	10	4	0	0
OR2J4P	0	0	0	0	0	0	0	0	0	0
OR2K2	0	4	0	2	0	0	0	0	0	0
OR2L13	0	6	0	0	27	12	0	0	0	0
OR2L1P	3	9	0	0	30	19	18	11	12	12
OR2L2	6	0	0	0	0	3	3	0	0	0
OR2L3	0	0	0	0	4	2	0	0	0	0
OR2L5	0	0	0	0	0	0	0	0	0	0
OR2L6P	0	0	0	0	6	2	2	3	0	0
OR2L8	0	0	0	0	2	0	0	0	0	0
OR2L9P	0	0	0	0	0	0	0	0	2	2
OR2M1P	0	0	0	0	0	0	0	0	0	0
OR2M2	0	0	0	0	0	0	0	0	0	0
OR2M3	0	0	0	0	0	0	0	0	0	0
OR2M4	0	0	0	0	0	0	0	0	0	0
OR2M5	0	0	0	0	0	0	0	0	0	0
OR2M7	0	0	0	0	0	0	0	0	0	0
OR2N1P	0	0	0	0	0	0	0	0	0	0
OR2P1P	0	0	0	0	0	0	4	6	0	0
OR2Q1P	0	0	0	0	4	0	0	0	0	0
OR2R1P	0	0	0	0	0	0	0	2	0	0
OR2S1P	2	0	0	0	0	0	8	2	1	1
OR2S2	0	0	0	0	0	0	0	0	0	0
OR2T1	0	0	0	0	0	0	0	0	0	0
OR2T10	0	0	0	0	0	0	0	0	0	0
OR2T11	0	0	0	0	0	0	0	0	0	0
OR2T12	0	0	0	0	0	0	0	0	0	0
OR2T2	0	0	0	0	0	0	0	0	0	0
OR2T27	0	0	0	0	0	0	0	0	0	0
OR2T29	0	0	0	0	0	0	0	0	0	0
OR2T3	0	0	0	0	0	0	0	0	0	0
OR2T32P	15	23	0	0	0	6	8	1	3	3
OR2T33	11	11	2	0	1	3	9	4	0	0
OR2T34	0	0	0	0	0	0	0	0	0	0
OR2T35	0	0	0	0	0	0	0	0	0	0
OR2T4	0	2	0	0	2	0	0	0	0	0
OR2T5	0	0	0	0	0	0	0	0	0	0
OR2T6	0	0	0	0	0	0	0	0	0	0
OR2T7	0	0	0	0	0	0	0	0	0	0
OR2T8	17	31	0	2	1	0	2	5	1	1
OR2U1P	0	0	0	0	0	0	1	0	2	2
OR2U2P	0	0	0	0	0	4	0	0	0	0
OR2V1	0	0	0	0	0	0	0	0	0	0
OR2V2	7	5	0	0	0	0	0	0	1	1
OR2W1	0	0	0	0	0	0	0	0	0	0
OR2W2P	2	0	0	0	0	0	0	0	0	0
OR2W3	1507	1341	121	106	134	127	111	178	246	246
OR2W4P	0	0	0	0	0	2	0	0	0	0
OR2W5	16	26	0	0	0	0	2	0	0	0
OR2W6P	46	54	2	0	10	7	6	11	24	24
OR2X1P	0	0	0	0	2	0	0	0	0	0
OR2Y1	0	2	0	0	2	2	0	0	0	0
OR2Z1	0	0	0	0	0	0	0	0	0	0
OR3A1	0	0	0	0	1	0	0	0	2	2
OR3A2	0	0	0	0	0	0	6	1	9	9
OR3A3	0	1	0	0	0	0	1	0	0	0
OR3A4P	0	4	0	0	0	0	0	0	0	0
OR3A5P	0	0	0	0	0	0	0	0	0	0
OR3B1P	0	0	0	0	0	0	0	0	0	0
OR3D1P	0	1	0	0	10	20	0	0	0	0
OR4A10P	0	0	0	0	0	0	0	0	0	0
OR4A11P	0	0	0	0	0	0	0	0	0	0
OR4A12P	0	0	0	0	0	0	0	0	0	0
OR4A13P	0	0	0	0	0	0	0	0	0	0
OR4A14P	0	0	0	0	0	0	0	0	0	0
OR4A15	0	0	0	0	0	0	0	0	0	0
OR4A16	0	0	0	0	0	0	0	0	0	0
OR4A17P	0	0	0	0	0	0	0	0	0	0
OR4A18P	0	0	0	0	0	0	0	0	0	0
OR4A19P	0	0	0	0	0	0	0	0	0	0
OR4A1P	0	0	0	0	0	0	0	0	0	0
OR4A21P	0	0	0	0	0	0	0	0	0	0
OR4A2P	0	0	0	0	0	0	0	0	0	0
OR4A3P	0	0	0	0	0	0	0	0	0	0
OR4A40P	0	0	0	0	0	0	0	0	0	0
OR4A41P	0	0	0	0	0	0	0	0	0	0
OR4A42P	0	0	0	0	0	0	0	0	0	0
OR4A43P	0	0	0	0	0	4	0	0	0	0
OR4A44P	0	0	0	0	0	0	0	0	0	0
OR4A45P	0	0	0	0	0	0	0	0	0	0
OR4A46P	0	0	0	0	0	0	0	0	0	0
OR4A47	0	0	0	0	0	0	0	0	0	0
OR4A48P	0	0	0	0	0	0	0	0	0	0
OR4A49P	0	0	0	0	0	0	0	0	0	0
OR4A4P	0	0	0	0	0	0	0	0	0	0
OR4A5	0	0	0	0	0	0	0	0	0	0
OR4A50P	0	0	0	0	0	0	0	0	0	0
OR4A6P	0	0	0	0	0	0	0	0	0	0
OR4A7P	0	0	0	0	0	0	0	0	0	0
OR4A8P	0	0	0	0	0	0	0	0	0	0
OR4A9P	0	0	0	0	0	0	0	0	0	0
OR4B1	0	0	0	0	0	0	0	0	0	0
OR4B2P	0	0	0	0	0	0	0	0	0	0
OR4C10P	3	0	0	0	0	0	0	0	0	0
OR4C11	0	0	0	0	0	0	0	0	0	0
OR4C12	0	0	0	0	0	0	0	0	0	0
OR4C13	0	0	0	0	0	0	0	0	0	0
OR4C14P	0	0	0	0	0	0	0	0	0	0
OR4C15	0	0	0	0	0	0	0	0	0	0
OR4C16	0	0	0	0	0	0	0	0	0	0
OR4C1P	0	0	0	0	0	0	0	0	0	0
OR4C2P	0	0	0	0	0	0	0	0	0	0
OR4C3	0	0	0	0	0	0	0	0	1	1
OR4C46	0	0	0	0	0	0	0	0	0	0
OR4C4P	0	0	0	0	0	0	0	0	0	0
OR4C5	0	0	0	0	0	0	0	0	0	0
OR4C50P	0	0	0	0	0	0	0	0	0	0
OR4C6	0	0	0	0	0	0	0	0	0	0
OR4C7P	0	0	0	0	0	0	0	0	0	0
OR4C9P	0	0	0	0	0	0	0	0	0	0
OR4D1	0	0	2	0	0	0	2	0	0	0
OR4D10	2	0	0	0	109	60	0	0	0	0
OR4D11	0	0	0	0	0	0	0	0	0	0
OR4D12P	12	5	0	0	1	6	8	4	13	13
OR4D2	0	0	0	0	0	0	0	0	0	0
OR4D5	0	0	0	0	0	0	0	0	0	0
OR4D6	2	0	0	2	7	5	0	0	0	0
OR4D7P	0	0	0	0	0	0	0	0	0	0
OR4D8P	0	2	0	0	4	2	0	0	0	0
OR4D9	0	0	0	0	0	0	0	0	0	0
OR4E1	0	0	0	0	0	0	0	0	0	0
OR4E2	0	0	0	0	0	0	0	0	0	0
OR4F13P	0	0	0	0	0	0	0	0	0	0
OR4F14P	0	0	0	0	0	0	0	0	0	0
OR4F15	0	0	0	0	0	0	0	0	0	0
OR4F16	0	0	0	0	0	0	0	0	0	0
OR4F17	2	0	0	0	0	0	0	0	0	0
OR4F1P	0	0	0	0	0	0	0	0	0	0
OR4F21	0	0	0	0	0	0	0	0	0	0
OR4F28P	0	0	0	0	0	0	0	0	0	0
OR4F29	0	0	0	0	0	0	0	0	0	0
OR4F2P	0	0	0	0	0	0	0	0	0	0
OR4F3	0	0	0	0	0	0	0	0	0	0
OR4F4	0	0	0	0	0	0	0	0	0	0
OR4F5	0	0	0	0	0	0	0	0	0	0
OR4F6	0	0	0	0	0	0	0	0	0	0
OR4F7P	0	0	0	0	0	0	0	0	0	0
OR4F8P	0	2	0	0	0	0	0	0	1	1
OR4G11P	0	0	0	0	0	0	0	0	0	0
OR4G1P	0	0	0	0	0	0	0	0	0	0
OR4G2P	0	0	0	0	0	0	0	0	0	0
OR4G3P	0	0	0	0	0	0	0	0	0	0
OR4G4P	0	0	0	0	0	2	1	0	0	0
OR4H12P	0	0	0	0	0	0	0	0	0	0
OR4H6P	0	0	0	0	0	0	0	0	0	0
OR4K1	0	0	0	0	0	0	0	0	0	0
OR4K11P	0	0	0	0	0	0	0	0	0	0
OR4K12P	0	0	0	0	0	0	0	0	0	0
OR4K13	0	0	0	0	0	0	0	0	0	0
OR4K14	0	0	0	0	0	0	0	0	0	0
OR4K15	0	0	0	0	0	0	0	0	0	0
OR4K16P	0	0	0	0	0	0	0	0	0	0
OR4K17	0	0	0	0	0	0	0	0	0	0
OR4K2	0	0	0	0	0	0	0	0	0	0
OR4K3	0	0	0	0	0	0	0	0	0	0
OR4K4P	0	0	0	0	0	0	0	0	0	0
OR4K5	2	0	0	0	0	0	1	0	0	0
OR4K6P	0	0	0	0	0	0	0	0	0	0
OR4K7P	0	0	0	0	0	0	0	0	0	0
OR4K8P	0	0	0	0	0	0	0	0	0	0
OR4L1	0	0	0	0	0	0	0	0	0	0
OR4M1	0	0	0	0	0	0	0	0	0	0
OR4M2	0	0	0	0	0	0	0	0	0	0
OR4N1P	0	0	0	0	0	0	0	0	0	0
OR4N2	0	2	0	0	0	0	0	0	0	0
OR4N3P	0	0	0	0	2	8	6	6	2	2
OR4N4	0	0	0	0	0	0	0	0	0	0
OR4N5	0	0	0	0	0	0	0	0	0	0
OR4P1P	0	0	0	0	0	0	0	0	0	0
OR4P4	0	0	0	0	0	0	0	0	0	0
OR4Q1P	0	0	0	0	0	0	0	2	0	0
OR4Q2	0	0	0	0	0	0	0	0	0	0
OR4Q3	0	0	0	0	0	0	0	0	0	0
OR4R1P	0	0	0	0	0	0	0	0	0	0
OR4R2P	0	0	0	0	0	0	0	0	0	0
OR4R3P	0	0	0	0	0	0	0	0	0	0
OR4S1	0	0	0	0	0	0	0	0	0	0
OR4S2	0	0	0	0	0	0	0	0	0	0
OR4T1P	0	0	0	0	0	0	0	0	0	0
OR4U1P	0	0	0	0	0	0	0	0	0	0
OR4V1P	0	0	0	0	0	0	0	0	0	0
OR4X1	0	0	0	0	0	0	0	0	0	0
OR4X2	0	0	0	0	0	0	0	0	0	0
OR4X7P	0	0	0	0	0	0	0	0	0	0
OR51A10P	0	0	0	6	0	0	0	0	0	0
OR51A1P	0	0	0	0	0	0	0	0	2	2
OR51A2	0	0	0	0	0	0	0	0	0	0
OR51A3P	1	0	0	0	1	0	0	0	0	0
OR51A4	0	0	0	0	0	0	0	0	0	0
OR51A5P	0	0	0	0	0	0	0	0	0	0
OR51A6P	0	0	0	0	0	0	0	0	0	0
OR51A7	0	0	0	0	0	0	0	0	0	0
OR51A8P	0	0	0	0	0	0	0	3	0	0
OR51A9P	0	0	0	0	0	0	0	0	0	0
OR51AB1P	0	1	0	0	0	2	0	0	0	0
OR51B2	0	0	0	2	2	0	0	0	2	2
OR51B3P	0	0	0	0	2	4	0	0	0	0
OR51B4	0	0	0	0	0	5	0	0	0	0
OR51B5	0	0	0	0	2	0	0	0	0	0
OR51B6	0	0	0	0	0	1	0	0	0	0
OR51B8P	0	0	0	2	0	2	0	0	0	0
OR51C1P	0	0	0	0	0	0	0	0	0	0
OR51C4P	0	0	0	0	0	0	1	0	0	0
OR51D1	0	0	0	0	0	0	0	0	0	0
OR51E1	0	2	1	8	0	0	0	4	4	4
OR51E2	0	0	23	24	1	5	0	1	2	2
OR51F1	0	0	0	0	0	0	0	0	0	0
OR51F2	0	0	0	0	0	0	0	0	0	0
OR51F3P	0	0	0	0	0	0	0	0	0	0
OR51F4P	0	0	0	0	0	0	0	0	0	0
OR51F5P	0	0	0	0	0	0	0	0	0	0
OR51G1	0	0	0	0	0	0	0	0	0	0
OR51G2	0	0	0	0	0	0	0	0	0	0
OR51H1P	0	0	0	0	0	0	0	0	0	0
OR51H2P	0	0	0	0	0	0	0	0	0	0
OR51I1	0	2	0	0	0	2	0	0	1	1
OR51I2	0	2	0	0	7	0	0	0	0	0
OR51J1	0	0	0	0	2	0	2	2	14	14
OR51K1P	0	0	0	0	0	1	0	0	0	0
OR51L1	0	0	0	0	0	0	0	1	0	0
OR51M1	0	0	0	0	1	0	8	0	5	5
OR51N1P	0	0	0	0	0	0	0	0	0	0
OR51P1P	0	0	0	0	0	0	0	0	0	0
OR51Q1	0	0	0	0	2	1	0	0	8	8
OR51R1P	0	0	0	0	0	2	0	0	0	0
OR51S1	0	0	0	0	0	0	0	0	0	0
OR51T1	2	0	0	0	0	0	0	0	0	0
OR51V1	0	0	0	0	0	0	0	0	0	0
OR52A1	4	4	0	0	0	0	3429	3956	2441	2441
OR52A4	1	0	0	0	0	0	23	30	14	14
OR52A5	0	0	0	0	0	0	26	11	2	2
OR52B1P	0	0	0	0	0	0	0	0	4	4
OR52B2	0	2	0	0	2	0	0	4	0	0
OR52B3P	0	1	2	0	8	8	3	7	2	2
OR52B4	0	0	0	2	5	0	4	2	0	0
OR52B5P	0	0	0	0	2	6	0	0	0	0
OR52B6	0	3	2	0	2	7	0	0	0	0
OR52D1	0	0	0	0	0	0	0	0	0	0
OR52E1	0	0	0	0	0	0	0	0	0	0
OR52E2	0	0	0	0	0	0	3	1	2	2
OR52E3P	0	1	0	0	0	0	0	0	0	0
OR52E4	0	0	0	0	0	0	0	0	0	0
OR52E6	2	0	0	0	2	4	2	0	0	0
OR52E7P	0	0	0	0	0	0	0	0	0	0
OR52E8	0	0	0	0	0	0	0	0	0	0
OR52H1	0	0	0	0	4	2	0	0	0	0
OR52H2P	0	2	0	0	2	3	0	0	0	0
OR52I1	1	3	1	0	6	3	4	2	1	1
OR52I2	1	0	0	1	0	0	0	0	0	0
OR52J1P	0	0	0	0	0	0	0	0	0	0
OR52J2P	0	0	0	0	0	0	0	0	0	0
OR52J3	0	0	0	0	0	0	0	0	0	0
OR52K1	0	0	0	0	0	0	0	0	0	0
OR52K2	0	0	0	0	0	0	6	0	0	0
OR52K3P	4	6	0	0	1	7	14	11	15	15
OR52L1	0	0	0	0	0	0	1	0	1	1
OR52L2P	0	0	0	0	0	0	0	0	0	0
OR52M1	0	0	0	0	0	0	0	0	0	0
OR52M2P	0	0	0	0	0	0	0	0	0	0
OR52N1	0	0	0	0	0	0	0	0	0	0
OR52N2	11	10	0	0	11	2	94	63	105	105
OR52N3P	0	0	0	0	0	0	0	0	2	2
OR52N4	14	17	2	8	29	27	99	86	0	0
OR52N5	0	0	0	0	0	0	1	0	0	0
OR52P1P	0	1	0	0	2	4	5	6	0	0
OR52P2P	0	1	0	0	0	0	0	0	0	0
OR52R1	0	0	0	0	0	0	0	0	0	0
OR52S1P	0	0	0	0	0	0	0	0	0	0
OR52T1P	0	0	0	0	0	0	0	6	0	0
OR52U1P	0	0	0	4	2	0	12	2	0	0
OR52V1P	4	1	0	2	1	2	0	0	0	0
OR52W1	4	14	0	0	0	4	0	6	4	4
OR52X1P	0	0	0	0	0	6	0	0	0	0
OR52Y1P	0	0	0	0	0	0	0	0	0	0
OR52Z1	0	0	0	0	0	0	0	0	0	0
OR55B1P	0	4	0	0	2	3	2	6	0	0
OR56A1	2	4	0	0	0	0	3	0	0	0
OR56A3	0	0	0	0	2	0	0	0	0	0
OR56A4	0	0	0	0	0	0	0	0	0	0
OR56A7P	0	0	0	0	0	0	2	0	0	0
OR56B1	0	0	0	0	1	0	7	0	0	0
OR56B2P	0	0	0	0	0	0	0	0	0	0
OR56B3P	0	0	0	0	0	0	4	0	0	0
OR56B4	3	3	0	4	0	0	1	8	1	1
OR5A1	0	0	0	0	101	97	3	7	1	1
